"la","year","sex","s_35","s_50","s_65","s_80","s_85"
"E07000031",2004,"male",0.00474875,0.00544835,0.00930689,0.0207215,0.0323133
"E07000031",2005,"female",0.00476142,0.00569919,0.00709881,0.0252156,0.0695727
"E07000031",2005,"male",0.00386169,0.00400106,0.00751288,0.0252997,0.0826271
"E07000031",2006,"female",0.00466538,0.00590761,0.00806128,0.0193924,0.0315418
"E07000031",2006,"male",0.00488947,0.00546755,0.00964718,0.0368411,0.115228
"E07000031",2007,"female",0.00427084,0.00444656,0.00553734,0.0188685,0.0500951
"E07000031",2007,"male",0.0045259,0.00584909,0.00896769,0.024907,0.0730502
"E07000031",2008,"female",0.00438695,0.00538203,0.00767094,0.0316139,0.0897379
"E07000031",2008,"male",0.00464054,0.00563243,0.00820307,0.0293806,0.06801
"E07000031",2009,"female",0.00434495,0.00618092,0.00940325,0.0171912,0.0475492
"E07000031",2009,"male",0.0049625,0.00595945,0.00787655,0.0132301,0.0396422
"E07000031",2010,"female",0.00493821,0.00656907,0.00614444,0.0181807,0.0398414
"E07000031",2010,"male",0.00405624,0.00349029,0.00431866,0.01327,0.0356928
"E07000031",2011,"female",0.00531113,0.0056668,0.00696403,0.011504,0.0274862
"E07000031",2011,"male",0.00518663,0.00429396,0.00693792,0.00691584,0.0199424
"E07000031",2012,"female",0.0048535,0.00668126,0.00910311,0.0298598,0.0542621
"E07000031",2012,"male",0.00517396,0.005709,0.00895307,0.0338298,0.118299
"E07000031",2013,"female",0.00495747,0.00586335,0.00863271,0.0249296,0.0714731
"E07000031",2013,"male",0.00462496,0.00593994,0.00790651,0.0199342,0.0603448
"E07000032",2002,"female",0.00486431,0.00665368,0.00610955,0.0256927,0.0520026
"E07000032",2002,"male",0.00364249,0.00467493,0.00751974,0.0356535,0.110613
"E07000032",2003,"female",0.00455982,0.00608794,0.00607727,0.0191145,0.0623214
"E07000032",2003,"male",0.00412677,0.00425485,0.00596853,0.0189,0.023254
"E07000032",2004,"female",0.00420074,0.00534833,0.00738722,0.0209819,0.0299841
"E07000032",2004,"male",0.00498822,0.00596487,0.00647996,0.025717,0.0847693
"E07000032",2005,"female",0.00524342,0.00631426,0.00833789,0.0294639,0.0540247
"E07000032",2005,"male",0.00394204,0.004283,0.00643727,0.0308587,0.0500475
"E07000032",2006,"female",0.0053938,0.00872453,0.0159561,0.0206618,0.0608453
"E07000032",2006,"male",0.00336221,0.00485934,0.0083574,0.0242245,0.0777503
"E07000032",2007,"female",0.00447748,0.00472204,0.00845925,0.0309658,0.0604915
"E07000032",2007,"male",0.00399313,0.00325352,0.00541921,0.0136108,0.0423765
"E07000032",2008,"female",0.00435416,0.00581219,0.00995062,0.0295046,0.105726
"E07000032",2008,"male",0.00429308,0.0047408,0.00556663,0.0205899,0.0349731
"E07000032",2009,"female",0.00445897,0.00544521,0.00710866,0.0148715,0.0266962
"E07000032",2009,"male",0.00415556,0.00488022,0.00689724,0.0297412,0.08858
"E07000032",2010,"female",0.00442897,0.00634127,0.0104907,0.0325716,0.10521
"E07000032",2010,"male",0.00409671,0.00350374,0.00507205,0.024774,0.0687432
"E07000032",2011,"female",0.00459814,0.00396223,0.00772641,0.022803,0.0720442
"E07000032",2011,"male",0.00378394,0.00516277,0.00830038,0.017204,0.0379661
"E07000032",2012,"female",0.00482064,0.00623836,0.00848509,0.0210161,0.0351832
"E07000032",2012,"male",0.00483103,0.00381647,0.00521118,0.0102405,0.0368972
"E07000032",2013,"female",0.00444458,0.00563276,0.00887779,0.0285556,0.10279
"E07000032",2013,"male",0.00387942,0.00436381,0.008133,0.0298801,0.091438
"E07000033",2002,"female",0.00460238,0.00555869,0.00806313,0.020379,0.0670705
"E07000033",2002,"male",0.00397361,0.0043218,0.00716112,0.0299437,0.0806727
"E07000033",2003,"female",0.0044907,0.00651726,0.00721814,0.03389,0.100478
"E07000033",2003,"male",0.00443376,0.00506326,0.00753785,0.0270349,0.060003
"E07000033",2004,"female",0.00391106,0.00476289,0.00744423,0.0153024,0.0380088
"E07000033",2004,"male",0.00429368,0.00618381,0.00998284,0.0414764,0.0684418
"E07000033",2005,"female",0.00544821,0.00793305,0.00844498,0.0210842,0.0511024
"E07000033",2005,"male",0.00477178,0.00713653,0.00779899,0.0285786,0.053309
"E07000033",2006,"female",0.00482998,0.00710542,0.0105824,0.0184555,0.0324361
"E07000033",2006,"male",0.00358746,0.00490167,0.00774134,0.0258878,0.0623933
"E07000033",2007,"female",0.00499451,0.00669469,0.00818088,0.0160063,0.0386112
"E07000033",2007,"male",0.00355872,0.0053234,0.00738399,0.0213623,0.0624468
"E07000033",2008,"female",0.00525404,0.00654593,0.00799872,0.02575,0.0574284
"E07000033",2008,"male",0.00465367,0.00613424,0.00816563,0.0224211,0.0104452
"E07000033",2009,"female",0.00471636,0.00652995,0.00707997,0.0214688,0.0544855
"E07000033",2009,"male",0.00451141,0.00590397,0.00712863,0.0244814,0.0603698
"E07000033",2010,"female",0.00494427,0.00711438,0.00933476,0.0388351,0.0783047
"E07000033",2010,"male",0.00371345,0.00465857,0.00764711,0.0300886,0.0652337
"E07000033",2011,"female",0.00538897,0.00733929,0.0128925,0.0279022,0.0590385
"E07000033",2011,"male",0.00432809,0.00562153,0.00989896,0.028096,0.0807933
"E07000033",2012,"female",0.005734,0.00652588,0.00812171,0.0186508,0.0626434
"E07000033",2012,"male",0.00478458,0.00598833,0.00931789,0.0387538,0.105884
"E07000033",2013,"female",0.00508704,0.00662902,0.0102977,0.0330119,0.0657651
"E07000033",2013,"male",0.00338202,0.00531925,0.00840304,0.0404867,0.134562
"E07000034",2002,"female",0.00417437,0.00556919,0.00765275,0.019992,0.0602002
"E07000034",2002,"male",0.00496894,0.00663793,0.00594964,0.0223795,0.0670859
"E07000034",2003,"female",0.004776,0.00666788,0.00742647,0.0195232,0.0501326
"E07000034",2003,"male",0.00481809,0.00459624,0.00773502,0.027645,0.0844132
"E07000034",2004,"female",0.00428964,0.00571827,0.00613702,0.0122987,0.024183
"E07000034",2004,"male",0.00463651,0.00587016,0.00742216,0.0248004,0.0568903
"E07000034",2005,"female",0.00491401,0.00664251,0.00698241,0.0230686,0.060734
"E07000034",2005,"male",0.00484162,0.00621292,0.00616373,0.0150303,0.0221879
"E07000034",2006,"female",0.00471496,0.0060736,0.00904119,0.0302221,0.10061
"E07000034",2006,"male",0.00411154,0.00515322,0.00706498,0.0204949,0.069581
"E07000034",2007,"female",0.00437828,0.00658657,0.00670814,0.0231169,0.0566086
"E07000034",2007,"male",0.00420693,0.0048125,0.00774213,0.0205254,0.0443945
"E07000034",2008,"female",0.00357705,0.00498575,0.00695386,0.0253487,0.0496621
"E07000034",2008,"male",0.00444264,0.00552965,0.00799318,0.0296572,0.0767494
"E07000034",2009,"female",0.00563356,0.00868025,0.0161534,0.0211276,0.0309818
"E07000034",2009,"male",0.00444635,0.00488031,0.00793188,0.0349579,0.111166
"E07000034",2010,"female",0.00407842,0.0053554,0.00708699,0.0191971,0.0541325
"E07000034",2010,"male",0.00351907,0.00423012,0.00850244,0.0374964,0.0408381
"E07000034",2011,"female",0.00415319,0.00366753,0.00510031,0.0149799,0.0395467
"E07000034",2011,"male",0.00394972,0.00433831,0.0082515,0.0317088,0.10769
"E07000034",2012,"female",0.00563421,0.00722897,0.00834789,0.0285465,0.0713631
"E07000034",2012,"male",0.0046255,0.00589126,0.00791279,0.0220933,0.0564131
"E07000034",2013,"female",0.00461739,0.00618579,0.00784864,0.0177041,0.0505663
"E07000034",2013,"male",0.00404402,0.00481138,0.00700377,0.0229776,0.0604115
"E07000035",2002,"female",0.0054166,0.00743778,0.0100828,0.024666,0.0599157
"E07000035",2002,"male",0.00397895,0.00406935,0.00710063,0.0223372,0.0307317
"E07000035",2003,"female",0.00455456,0.00655174,0.00743101,0.0209445,0.0573544
"E07000035",2003,"male",0.00585981,0.00680114,0.0101458,0.0314296,0.10572
"E07000035",2004,"female",0.00439761,0.00650728,0.0104265,0.0219356,0.0650999
"E07000035",2004,"male",0.00470361,0.00609589,0.0088903,0.027212,0.0604291
"E07000035",2005,"female",0.00475563,0.00701464,0.0107145,0.0323261,0.113839
"E07000035",2005,"male",0.00463063,0.00527328,0.00866107,0.0385321,0.141813
"E07000035",2006,"female",0.00445065,0.00579933,0.0070165,0.0116412,0.0349327
"E07000035",2006,"male",0.00590108,0.00804702,0.0086729,0.012628,0.0328968
"E07000035",2007,"female",0.00483373,0.00602378,0.00963496,0.023926,0.0462776
"E07000035",2007,"male",0.00478807,0.00617084,0.00955132,0.0257978,0.0715189
"E07000035",2008,"female",0.00607664,0.00827439,0.0118917,0.0223721,0.0761466
"E07000035",2008,"male",0.00447196,0.00664789,0.0112596,0.0210027,0.0569832
"E07000035",2009,"female",0.00560376,0.00771155,0.0103104,0.0221186,0.0726814
"E07000035",2009,"male",0.00487048,0.00723295,0.0116869,0.0296064,0.101315
"E07000035",2010,"female",0.00445305,0.00569405,0.0100715,0.0345915,0.123965
"E07000035",2010,"male",0.00472467,0.00499974,0.00661486,0.0245061,0.0489465
"E07000035",2011,"female",0.0055339,0.00804492,0.0109589,0.0232705,0.0591544
"E07000035",2011,"male",0.00496541,0.00708285,0.0104899,0.029441,0.0646782
"E07000035",2012,"female",0.00668979,0.00781814,0.0109768,0.0188737,0.0457053
"E07000035",2012,"male",0.00507377,0.00663285,0.0102377,0.0298431,0.0921969
"E07000035",2013,"female",0.00539025,0.00735501,0.0104685,0.0176088,0.0613
"E07000035",2013,"male",0.00484372,0.00519646,0.00810059,0.0284944,0.0367151
"E07000036",2002,"female",0.00366176,0.00482297,0.00796772,0.0200555,0.0375857
"E07000036",2002,"male",0.00449029,0.0042901,0.00801482,0.0268788,0.071549
"E07000036",2003,"female",0.00521246,0.00666475,0.00942981,0.0172869,0.0384429
"E07000036",2003,"male",0.00343228,0.00468212,0.00597531,0.0265143,0.0628829
"E07000036",2004,"female",0.00437676,0.00503661,0.00633806,0.0253054,0.0767795
"E07000036",2004,"male",0.00487502,0.00604203,0.00732677,0.0259531,0.070305
"E07000036",2005,"female",0.00501828,0.00721607,0.00714018,0.0225351,0.0581773
"E07000036",2005,"male",0.00380548,0.0047632,0.00759037,0.0204725,0.0542436
"E07000036",2006,"female",0.00443325,0.00611038,0.00801388,0.0201151,0.0506906
"E07000036",2006,"male",0.00411395,0.00494974,0.00729188,0.0290507,0.056705
"E07000036",2007,"female",0.00407339,0.00462998,0.00458811,0.0182144,0.0334536
"E07000036",2007,"male",0.0046551,0.00639814,0.00700949,0.022842,0.0698983
"E07000036",2008,"female",0.00477622,0.00584979,0.0080914,0.0260177,0.0856843
"E07000036",2008,"male",0.00454951,0.00486727,0.00724125,0.0167933,0.0511658
"E07000036",2009,"female",0.00514656,0.00776085,0.00757567,0.0221891,0.0320351
"E07000036",2009,"male",0.00368296,0.0041239,0.00684225,0.0154767,0.0485282
"E07000036",2010,"female",0.00383532,0.00527673,0.00793629,0.0275658,0.0511688
"E07000036",2010,"male",0.0040178,0.00494097,0.00683139,0.0262979,0.0883149
"E07000036",2011,"female",0.00539046,0.00718822,0.012903,0.0219507,0.0469326
"E07000036",2011,"male",0.00428022,0.00518403,0.00753471,0.015567,0.042899
"E07000036",2012,"female",0.00513138,0.00685335,0.0126896,0.0286498,0.0551515
"E07000036",2012,"male",0.00532456,0.00612578,0.00781549,0.0204745,0.072328
"E07000036",2013,"female",0.00473115,0.00647526,0.010832,0.0176388,0.0414519
"E07000036",2013,"male",0.00431037,0.00500103,0.0101124,0.0377088,0.0704712
"E07000037",2002,"female",0.00483392,0.00622758,0.00686764,0.0128606,0.0332716
"E07000037",2002,"male",0.00435314,0.00611817,0.00811044,0.0368839,0.0747897
"E07000037",2003,"female",0.00397068,0.00512318,0.00826037,0.0275981,0.0634201
"E07000037",2003,"male",0.00455198,0.00528003,0.00650618,0.0310725,0.103056
"E07000037",2004,"female",0.00487867,0.00662948,0.00986996,0.0405191,0.0940949
"E07000037",2004,"male",0.00456411,0.00544541,0.00657271,0.0161153,0.0545539
"E07000037",2005,"female",0.00501482,0.00710852,0.00614982,0.020165,0.036019
"E07000037",2005,"male",0.00444036,0.00652286,0.00986171,0.0194171,0.0529662
"E07000037",2006,"female",0.00498032,0.00640116,0.00837078,0.020864,0.0591027
"E07000037",2006,"male",0.00420328,0.00574045,0.00650939,0.0239737,0.0592872
"E07000037",2007,"female",0.00595035,0.00773494,0.0125249,0.0274362,0.0619265
"E07000037",2007,"male",0.00448179,0.00606002,0.0109484,0.0523348,0.114841
"E07000037",2008,"female",0.00443224,0.00672496,0.00898306,0.02573,0.0600537
"E07000037",2008,"male",0.00485625,0.00681037,0.00684603,0.0233756,0.0670989
"E07000037",2009,"female",0.00432569,0.00567214,0.00863009,0.0236292,0.0624528
"E07000037",2009,"male",0.00396175,0.00492398,0.00782365,0.032669,0.0871188
"E07000037",2010,"female",0.00525572,0.00716162,0.00912675,0.0240806,0.0644409
"E07000037",2010,"male",0.00434406,0.0055924,0.00851025,0.0309374,0.109004
"E07000037",2011,"female",0.00537282,0.00729981,0.00874046,0.0187007,0.0359484
"E07000037",2011,"male",0.00458952,0.00743321,0.00843199,0.0334498,0.11752
"E07000037",2012,"female",0.00487111,0.00711904,0.00894826,0.0301721,0.0941343
"E07000037",2012,"male",0.00492935,0.00559253,0.00786765,0.0315683,0.0558972
"E07000037",2013,"female",0.00596835,0.00773386,0.0118218,0.0334538,0.092644
"E07000037",2013,"male",0.00373664,0.00527978,0.00838342,0.0280359,0.0533818
"E07000038",2002,"female",0.0039625,0.00470077,0.00765963,0.022661,0.0754291
"E07000038",2002,"male",0.00429624,0.00495153,0.00814467,0.0276857,0.0999031
"E07000038",2003,"female",0.00538409,0.00670657,0.00963524,0.0313165,0.0551205
"E07000038",2003,"male",0.00425723,0.00499326,0.00722006,0.0180354,0.040128
"E07000038",2004,"female",0.00411189,0.00527939,0.0074678,0.0225977,0.0773846
"E07000038",2004,"male",0.00453806,0.00631116,0.0100626,0.0174889,0.0340447
"E07000038",2005,"female",0.00430186,0.00507029,0.0064233,0.0244396,0.0411894
"E07000038",2005,"male",0.00385785,0.00486083,0.00946908,0.0374585,0.132039
"E07000038",2006,"female",0.00476103,0.00648599,0.0102831,0.023955,0.0806769
"E07000038",2006,"male",0.0044843,0.00568868,0.0093912,0.0350159,0.125388
"E07000038",2007,"female",0.00525794,0.00700926,0.010216,0.0370274,0.121422
"E07000038",2007,"male",0.00495651,0.00465065,0.0074934,0.0305713,0.0946876
"E07000038",2008,"female",0.00436709,0.00573473,0.00805767,0.0304322,0.0530107
"E07000038",2008,"male",0.00450229,0.00406014,0.00658337,0.0213446,0.039893
"E07000038",2009,"female",0.00592659,0.00694114,0.00919781,0.0235379,0.0629726
"E07000038",2009,"male",0.00461649,0.00499412,0.00527514,0.01204,0.02763
"E07000038",2010,"female",0.00477612,0.0071862,0.00800213,0.0183088,0.0442453
"E07000038",2010,"male",0.00555387,0.00663597,0.00798302,0.0171991,0.0545833
"E07000038",2011,"female",0.00427543,0.00637831,0.00987948,0.0427684,0.0771604
"E07000038",2011,"male",0.00437096,0.00489876,0.00888636,0.0244142,0.0620499
"E07000038",2012,"female",0.00526289,0.00618026,0.00869568,0.0263643,0.0767451
"E07000038",2012,"male",0.00456538,0.00579629,0.00721135,0.0320769,0.0633194
"E07000038",2013,"female",0.00571538,0.00748619,0.00904722,0.0186736,0.0591785
"E07000038",2013,"male",0.00393369,0.00503976,0.0077068,0.0231158,0.0671017
"E07000039",2002,"female",0.0060116,0.00949169,0.0173184,0.0285326,0.0994945
"E07000039",2002,"male",0.00472433,0.00620347,0.0100702,0.0232686,0.0714156
"E07000039",2003,"female",0.00381045,0.00519489,0.0102069,0.0263421,0.0288374
"E07000039",2003,"male",0.00443358,0.00457452,0.00650947,0.0229637,0.0451277
"E07000039",2004,"female",0.00472668,0.00487788,0.00796151,0.031119,0.0885048
"E07000039",2004,"male",0.00460097,0.00578933,0.00582113,0.0208929,0.0710736
"E07000039",2005,"female",0.00444915,0.00679906,0.0125757,0.0139533,0.0314098
"E07000039",2005,"male",0.00483449,0.00561396,0.00955927,0.0272872,0.0772205
"E07000039",2006,"female",0.00515263,0.00694556,0.0121577,0.0186806,0.0573182
"E07000039",2006,"male",0.0056357,0.00744919,0.00838553,0.0362119,0.0568006
"E07000039",2007,"female",0.00542538,0.0075321,0.0116604,0.0431126,0.146351
"E07000039",2007,"male",0.00431459,0.0071571,0.0109341,0.013045,0.0440987
"E07000039",2008,"female",0.00485641,0.00607556,0.00781856,0.0249066,0.0661616
"E07000039",2008,"male",0.00477285,0.00665917,0.0106111,0.0419213,0.125162
"E07000039",2009,"female",0.00466137,0.0067957,0.00937166,0.0199514,0.0458879
"E07000039",2009,"male",0.00398254,0.00519954,0.00738867,0.024555,0.082476
"E07000039",2010,"female",0.00466466,0.00642622,0.00980863,0.0222243,0.0584075
"E07000039",2010,"male",0.00529689,0.0062293,0.00895003,0.0452988,0.129348
"E07000039",2011,"female",0.00498179,0.00732112,0.0129633,0.0204709,0.0354682
"E07000039",2011,"male",0.00422416,0.00556322,0.00654908,0.0128448,0.0345309
"E07000039",2012,"female",0.00506376,0.00531779,0.00976137,0.0295962,0.0696872
"E07000039",2012,"male",0.0058425,0.00722735,0.00817906,0.0210102,0.0707758
"E07000039",2013,"female",0.00550366,0.00728503,0.011497,0.0298634,0.0764306
"E07000039",2013,"male",0.00395881,0.00549615,0.0116535,0.0519074,0.0851393
"E07000040",2002,"female",0.00409001,0.00492334,0.00609472,0.0218187,0.0631473
"E07000040",2002,"male",0.00374632,0.00500692,0.00657318,0.0237756,0.0361326
"E07000040",2003,"female",0.00484475,0.00499502,0.00733879,0.0170454,0.0425919
"E07000040",2003,"male",0.00382058,0.00473708,0.00575063,0.0229029,0.0569556
"E07000040",2004,"female",0.00465418,0.00550183,0.00687272,0.015866,0.0372984
"E07000040",2004,"male",0.00423337,0.00618316,0.00660004,0.0165882,0.0235879
"E07000040",2005,"female",0.00411257,0.00514365,0.00618857,0.0207772,0.0679816
"E07000040",2005,"male",0.00456665,0.00544458,0.00627815,0.0176811,0.052523
"E07000040",2006,"female",0.00524331,0.00624543,0.00769985,0.0259351,0.0816105
"E07000040",2006,"male",0.0060257,0.00733944,0.00714754,0.0243758,0.0545727
"E07000040",2007,"female",0.00410748,0.00488346,0.00839485,0.0270618,0.0733557
"E07000040",2007,"male",0.00381994,0.00478487,0.00674911,0.029242,0.0989033
"E07000040",2008,"female",0.00463621,0.00597327,0.0084502,0.0159884,0.0479848
"E07000040",2008,"male",0.00402713,0.00492697,0.00632557,0.0210966,0.0534163
"E07000040",2009,"female",0.00481838,0.00584793,0.00903358,0.0275482,0.0533942
"E07000040",2009,"male",0.00486993,0.00416332,0.00510417,0.0190147,0.0513159
"E07000040",2010,"female",0.00443452,0.00537343,0.00949974,0.01857,0.0465231
"E07000040",2010,"male",0.00429,0.00549169,0.00586665,0.0185193,0.0256884
"E07000040",2011,"female",0.00456086,0.00573488,0.00792759,0.0154542,0.0508695
"E07000040",2011,"male",0.00409107,0.00451194,0.00670319,0.0260176,0.0575197
"E07000040",2012,"female",0.00475717,0.00563726,0.00693187,0.0148118,0.0493769
"E07000040",2012,"male",0.00498768,0.00630163,0.00709038,0.0181216,0.0565603
"E07000040",2013,"female",0.00477447,0.00457349,0.00706487,0.0169769,0.0534187
"E07000040",2013,"male",0.00369277,0.00444798,0.00529184,0.0137107,0.0401959
"E07000041",2002,"female",0.00411849,0.0055404,0.00755145,0.0305538,0.0922971
"E07000041",2002,"male",0.00524975,0.00721491,0.0089213,0.0291967,0.0734838
"E07000041",2003,"female",0.00469344,0.00681021,0.00982329,0.0299175,0.0592979
"E07000041",2003,"male",0.00486271,0.0059089,0.00936613,0.0382819,0.120876
"E07000041",2004,"female",0.00488271,0.0055012,0.0080428,0.0232697,0.0499101
"E07000041",2004,"male",0.00515734,0.0059702,0.00760808,0.0301618,0.0414511
"E07000041",2005,"female",0.00425131,0.0061704,0.00790603,0.0147947,0.0301031
"E07000041",2005,"male",0.00381896,0.00487881,0.00677949,0.0189164,0.0282169
"E07000041",2006,"female",0.00489077,0.00652431,0.00636179,0.0218677,0.0476538
"E07000041",2006,"male",0.0045565,0.0048219,0.0077832,0.0271995,0.0679165
"E07000041",2007,"female",0.00452638,0.00708429,0.0125752,0.0224401,0.0437645
"E07000041",2007,"male",0.00399507,0.00496409,0.00751149,0.00950407,0.0121695
"E07000041",2008,"female",0.00384899,0.00519873,0.00794118,0.0208998,0.0666925
"E07000041",2008,"male",0.00556101,0.00777927,0.00905216,0.0356062,0.0448537
