"la","year","sex","c_35","c_50","c_65","c_80","c_85"
"E09000027",2006,"female",0.102343,0.10248,0.114899,0.143995,0.178929
"E09000027",2006,"male",0.10696,0.120025,0.108193,0.137001,0.090408
"E09000027",2007,"female",0.102252,0.104743,0.124182,0.157782,0.227195
"E09000027",2007,"male",0.100368,0.103701,0.104091,0.125682,0.136764
"E09000027",2008,"female",0.103728,0.106692,0.117746,0.142925,0.223435
"E09000027",2008,"male",0.112562,0.115683,0.110646,0.126323,0.221478
"E09000027",2009,"female",0.102536,0.11355,0.120422,0.157648,0.258192
"E09000027",2009,"male",0.0992871,0.0995502,0.123555,0.126138,0.103077
"E09000027",2010,"female",0.106988,0.105715,0.12576,0.146177,0.208296
"E09000027",2010,"male",0.101077,0.118822,0.127282,0.153368,0.135116
"E09000027",2011,"female",0.101609,0.102314,0.121604,0.133332,0.197847
"E09000027",2011,"male",0.106721,0.109332,0.1113,0.122424,0.131546
"E09000027",2012,"female",0.105135,0.0985097,0.125058,0.128277,0.244488
"E09000027",2012,"male",0.103992,0.103079,0.106681,0.155337,0.174603
"E09000027",2013,"female",0.111185,0.10715,0.119954,0.157284,0.19739
"E09000027",2013,"male",0.109231,0.114853,0.11835,0.114463,0.13622
"E09000028",2002,"female",0.0936459,0.101208,0.110747,0.118816,0.110245
"E09000028",2002,"male",0.0869757,0.0790667,0.077665,0.046986,0.0284837
"E09000028",2003,"female",0.0970387,0.10792,0.110681,0.121265,0.171762
"E09000028",2003,"male",0.0940168,0.0940452,0.092316,0.109837,0.0621819
"E09000028",2004,"female",0.0955153,0.0985408,0.101995,0.127652,0.20231
"E09000028",2004,"male",0.0893334,0.0856488,0.0948666,0.0800942,0.161158
"E09000028",2005,"female",0.103341,0.102884,0.113608,0.152612,0.152529
"E09000028",2005,"male",0.0969173,0.0948126,0.106139,0.101753,0.142669
"E09000028",2006,"female",0.0939404,0.0987456,0.101024,0.108127,0.149615
"E09000028",2006,"male",0.0919167,0.0973511,0.0964244,0.102474,0.0812334
"E09000028",2007,"female",0.0931503,0.0926013,0.097981,0.13459,0.184848
"E09000028",2007,"male",0.0985771,0.0838375,0.0863162,0.0799316,0.141046
"E09000028",2008,"female",0.0906142,0.102523,0.109773,0.104947,0.0633389
"E09000028",2008,"male",0.0908899,0.0912211,0.0959019,0.0822058,0.0662587
"E09000028",2009,"female",0.0989465,0.0985509,0.11586,0.154397,0.121462
"E09000028",2009,"male",0.0999502,0.103942,0.100222,0.149583,0.129777
"E09000028",2010,"female",0.0908417,0.104704,0.115108,0.167768,0.224119
"E09000028",2010,"male",0.10458,0.0991633,0.113236,0.132704,0.204429
"E09000028",2011,"female",0.103833,0.0965978,0.103682,0.131855,0.10421
"E09000028",2011,"male",0.100608,0.0942036,0.0904806,0.133577,0.0948749
"E09000028",2012,"female",0.103072,0.0962725,0.102759,0.107201,0.14145
"E09000028",2012,"male",0.100963,0.100512,0.095971,0.101248,0.205738
"E09000028",2013,"female",0.0976265,0.108564,0.124092,0.155241,0.264467
"E09000028",2013,"male",0.0978111,0.102074,0.101251,0.128674,0.14484
"E09000029",2002,"female",0.104497,0.110976,0.123723,0.152684,0.215471
"E09000029",2002,"male",0.106319,0.103351,0.11897,0.133384,0.134808
"E09000029",2003,"female",0.104628,0.11683,0.132972,0.148714,0.106185
"E09000029",2003,"male",0.100055,0.101837,0.10574,0.126688,0.160294
"E09000029",2004,"female",0.103757,0.124981,0.115895,0.138042,0.229758
"E09000029",2004,"male",0.101576,0.10899,0.120404,0.116147,0.245895
"E09000029",2005,"female",0.0929939,0.111964,0.128373,0.168991,0.277106
"E09000029",2005,"male",0.0974547,0.105801,0.115147,0.112955,0.133209
"E09000029",2006,"female",0.108923,0.118239,0.13224,0.156732,0.238809
"E09000029",2006,"male",0.104656,0.106894,0.113689,0.132561,0.155435
"E09000029",2007,"female",0.101515,0.101657,0.123752,0.121323,0.168416
"E09000029",2007,"male",0.100131,0.0963379,0.106232,0.126704,0.227497
"E09000029",2008,"female",0.108199,0.114488,0.116984,0.154808,0.180138
"E09000029",2008,"male",0.108278,0.106876,0.110672,0.106968,0.0918617
"E09000029",2009,"female",0.103571,0.111924,0.113789,0.127155,0.232792
"E09000029",2009,"male",0.101472,0.112209,0.11874,0.1217,0.167968
"E09000029",2010,"female",0.109951,0.115898,0.129495,0.143469,0.18928
"E09000029",2010,"male",0.105903,0.110523,0.113455,0.111059,0.116681
"E09000029",2011,"female",0.0998918,0.0980281,0.113175,0.148841,0.165186
"E09000029",2011,"male",0.0952684,0.104035,0.11096,0.129463,0.18563
"E09000029",2012,"female",0.101714,0.114783,0.127302,0.129383,0.11613
"E09000029",2012,"male",0.099979,0.112164,0.127177,0.159287,0.210433
"E09000029",2013,"female",0.0974182,0.106799,0.124314,0.160643,0.157745
"E09000029",2013,"male",0.104611,0.109589,0.114587,0.155709,0.199763
"E09000030",2002,"female",0.102705,0.106932,0.103277,0.107163,0.0987408
"E09000030",2002,"male",0.0931748,0.0857192,0.086084,0.0900165,0.197417
"E09000030",2003,"female",0.0933605,0.0978267,0.121162,0.106377,0.229413
"E09000030",2003,"male",0.094375,0.083964,0.0943182,0.0552502,0.0126701
"E09000030",2004,"female",0.0955988,0.0977038,0.102819,0.106578,0.210534
"E09000030",2004,"male",0.098134,0.0813561,0.0814449,0.112726,0.128198
"E09000030",2005,"female",0.0996692,0.101879,0.101457,0.122232,0.0968752
"E09000030",2005,"male",0.0977837,0.0869597,0.084955,0.125538,0.221758
"E09000030",2006,"female",0.102126,0.104174,0.118103,0.158193,0.174927
"E09000030",2006,"male",0.0932623,0.0966667,0.0800695,0.0235587,0.00996258
"E09000030",2007,"female",0.109491,0.104556,0.126071,0.157872,0.147678
"E09000030",2007,"male",0.0906283,0.0916206,0.0935712,0.0385726,0.0802245
"E09000030",2008,"female",0.0970035,0.0968478,0.0860777,0.126496,0.173717
"E09000030",2008,"male",0.097376,0.0941403,0.0824426,0.0604307,0.135667
"E09000030",2009,"female",0.1107,0.116873,0.114744,0.147241,0.217969
"E09000030",2009,"male",0.0972455,0.0895257,0.0860222,0.0774808,0.0809963
"E09000030",2010,"female",0.105125,0.104279,0.110742,0.124382,0.192327
"E09000030",2010,"male",0.0966436,0.097182,0.0891857,0.0542932,0.0431721
"E09000030",2011,"female",0.10347,0.10589,0.113606,0.154234,0.119145
"E09000030",2011,"male",0.097103,0.096852,0.0864229,0.0960031,0.0659555
"E09000030",2012,"female",0.105921,0.10137,0.111818,0.1478,0.0941201
"E09000030",2012,"male",0.0975314,0.093305,0.0946293,0.141014,0.021705
"E09000030",2013,"female",0.100392,0.106662,0.108583,0.133882,0.298067
"E09000030",2013,"male",0.102598,0.104292,0.11632,0.145132,0.233344
"E09000031",2002,"female",0.0994545,0.0954569,0.110844,0.095062,0.0883457
"E09000031",2002,"male",0.103499,0.10362,0.102373,0.129348,0.125013
"E09000031",2003,"female",0.0998983,0.108783,0.116888,0.128204,0.156785
"E09000031",2003,"male",0.100473,0.102505,0.113392,0.107498,0.120006
"E09000031",2004,"female",0.0917433,0.102969,0.115305,0.126462,0.231968
"E09000031",2004,"male",0.0953916,0.100893,0.122747,0.0968316,0.217399
"E09000031",2005,"female",0.100922,0.106783,0.128549,0.139535,0.152315
"E09000031",2005,"male",0.104218,0.104521,0.108728,0.108398,0.213624
"E09000031",2006,"female",0.0962885,0.106703,0.106488,0.135578,0.224072
"E09000031",2006,"male",0.0985307,0.0914997,0.101204,0.0971059,0.183107
"E09000031",2007,"female",0.0983332,0.104542,0.114722,0.112363,0.229563
"E09000031",2007,"male",0.0968196,0.0973042,0.101997,0.101911,0.119055
"E09000031",2008,"female",0.0993595,0.102977,0.114222,0.131164,0.160672
"E09000031",2008,"male",0.0935992,0.0932978,0.0967412,0.104078,0.0782863
"E09000031",2009,"female",0.102945,0.126701,0.119641,0.12721,0.165241
"E09000031",2009,"male",0.0998456,0.0947183,0.102697,0.0992749,0.154673
"E09000031",2010,"female",0.0991253,0.102564,0.097718,0.146868,0.266693
"E09000031",2010,"male",0.0967351,0.0973643,0.0952279,0.0668926,0.0503527
"E09000031",2011,"female",0.103391,0.100192,0.106917,0.132499,0.153877
"E09000031",2011,"male",0.0974065,0.107125,0.115226,0.121548,0.0960775
"E09000031",2012,"female",0.102031,0.113082,0.113168,0.127981,0.100049
"E09000031",2012,"male",0.102746,0.103833,0.109093,0.138151,0.248624
"E09000031",2013,"female",0.0955381,0.104206,0.111422,0.173907,0.240146
"E09000031",2013,"male",0.098601,0.0970074,0.115135,0.170424,0.2293
"E09000032",2002,"female",0.0953337,0.097653,0.122321,0.141602,0.130783
"E09000032",2002,"male",0.101243,0.0997494,0.10176,0.116144,0.214041
"E09000032",2003,"female",0.103296,0.105226,0.109866,0.173625,0.163502
"E09000032",2003,"male",0.0961147,0.0970865,0.0996036,0.115412,0.241477
"E09000032",2004,"female",0.105495,0.110414,0.114511,0.153048,0.198528
"E09000032",2004,"male",0.102589,0.0922389,0.095682,0.0968825,0.12226
"E09000032",2005,"female",0.103481,0.106316,0.112034,0.148822,0.250662
"E09000032",2005,"male",0.0965858,0.0948011,0.0988925,0.147014,0.108427
"E09000032",2006,"female",0.0994047,0.0961776,0.117662,0.13392,0.117858
"E09000032",2006,"male",0.102542,0.106264,0.107765,0.115991,0.177807
"E09000032",2007,"female",0.102054,0.100672,0.112153,0.135804,0.265905
"E09000032",2007,"male",0.102787,0.0936777,0.0864356,0.134469,0.0898241
"E09000032",2008,"female",0.0995918,0.105507,0.110687,0.141357,0.208292
"E09000032",2008,"male",0.104828,0.102496,0.103376,0.136808,0.150551
"E09000032",2009,"female",0.105804,0.109937,0.129045,0.1534,0.226596
"E09000032",2009,"male",0.110938,0.0998667,0.104425,0.116528,0.0980126
"E09000032",2010,"female",0.106313,0.109535,0.120573,0.125682,0.182641
"E09000032",2010,"male",0.108306,0.100519,0.115525,0.121322,0.082572
"E09000032",2011,"female",0.100636,0.103699,0.123094,0.163611,0.223879
"E09000032",2011,"male",0.103499,0.102328,0.110657,0.126795,0.195341
"E09000032",2012,"female",0.103262,0.111251,0.115664,0.156077,0.177092
"E09000032",2012,"male",0.1013,0.102681,0.117777,0.147828,0.136293
"E09000032",2013,"female",0.104122,0.104996,0.1219,0.165475,0.203106
"E09000032",2013,"male",0.109229,0.101784,0.1086,0.141833,0.0917733
"E09000033",2002,"female",0.0938258,0.104291,0.115693,0.146579,0.19185
"E09000033",2002,"male",0.093665,0.0996088,0.10013,0.112193,0.0673886
"E09000033",2003,"female",0.0974008,0.105728,0.120983,0.127111,0.203505
"E09000033",2003,"male",0.0873234,0.0930131,0.0872327,0.139175,0.174718
"E09000033",2004,"female",0.0970835,0.108938,0.127651,0.131794,0.138938
"E09000033",2004,"male",0.0954255,0.0908706,0.0967035,0.111855,0.0497472
"E09000033",2005,"female",0.0891478,0.10025,0.116919,0.13888,0.0970674
"E09000033",2005,"male",0.0880721,0.0848334,0.0828701,0.0954825,0.110096
"E09000033",2006,"female",0.0946813,0.100923,0.11136,0.133544,0.260752
"E09000033",2006,"male",0.0930899,0.0961106,0.110221,0.14569,0.172463
"E09000033",2007,"female",0.0949222,0.109767,0.12905,0.144303,0.225768
"E09000033",2007,"male",0.0862157,0.090333,0.0828473,0.0812241,0.126738
"E09000033",2008,"female",0.0945775,0.107906,0.113061,0.127859,0.212566
"E09000033",2008,"male",0.0918741,0.0968136,0.098987,0.116321,0.116392
"E09000033",2009,"female",0.0990905,0.103824,0.111969,0.159014,0.251857
"E09000033",2009,"male",0.0931227,0.0965271,0.0927211,0.146816,0.163941
"E09000033",2010,"female",0.102362,0.108352,0.100021,0.148957,0.136568
"E09000033",2010,"male",0.096735,0.0968024,0.114945,0.121828,0.160788
"E09000033",2011,"female",0.0952763,0.105079,0.121965,0.189203,0.195135
"E09000033",2011,"male",0.0904736,0.0910708,0.0959986,0.168589,0.0655504
"E09000033",2012,"female",0.0999051,0.100321,0.115442,0.139897,0.195181
"E09000033",2012,"male",0.0943934,0.0965301,0.099347,0.128273,0.212928
"E09000033",2013,"female",0.0931595,0.0966629,0.138367,0.155467,0.245427
"E09000033",2013,"male",0.0999058,0.0903017,0.102452,0.102936,0.114079
"W06000001",2002,"female",0.0957687,0.109265,0.102608,0.111276,0.213111
"W06000001",2002,"male",0.0928855,0.116217,0.097391,0.119158,0.122487
"W06000001",2003,"female",0.0904997,0.117759,0.117505,0.129847,0.140299
"W06000001",2003,"male",0.0919174,0.11308,0.0984258,0.118741,0.298728
"W06000001",2004,"female",0.0851012,0.10646,0.131711,0.162035,0.266467
"W06000001",2004,"male",0.0892084,0.104583,0.112332,0.0970677,0.146155
"W06000001",2005,"female",0.0827838,0.113308,0.12146,0.122437,0.213329
"W06000001",2005,"male",0.094987,0.120323,0.108586,0.0934274,0.222327
"W06000001",2006,"female",0.0898809,0.10444,0.101081,0.119352,0.202649
"W06000001",2006,"male",0.0917722,0.105784,0.108691,0.104652,0.220853
"W06000001",2007,"female",0.0832874,0.103409,0.106596,0.150541,0.184662
"W06000001",2007,"male",0.0924517,0.113062,0.110387,0.123895,0.130177
"W06000001",2008,"female",0.0909109,0.103074,0.114399,0.117136,0.139068
"W06000001",2008,"male",0.0903617,0.098481,0.105947,0.119039,0.137588
"W06000001",2009,"female",0.0851551,0.0871422,0.104444,0.131349,0.155905
"W06000001",2009,"male",0.0971306,0.093284,0.107793,0.0999733,0.0965732
"W06000001",2010,"female",0.0855187,0.108136,0.118208,0.113895,0.117668
"W06000001",2010,"male",0.0876895,0.112739,0.1203,0.149201,0.178313
"W06000001",2011,"female",0.0843784,0.100906,0.126942,0.155248,0.137958
"W06000001",2011,"male",0.0920139,0.107075,0.116112,0.141013,0.15947
"W06000001",2012,"female",0.0843424,0.109522,0.121551,0.16703,0.202719
"W06000001",2012,"male",0.0918124,0.108129,0.122884,0.125705,0.17423
"W06000001",2013,"female",0.0842008,0.0999627,0.117547,0.0938986,0.149368
"W06000001",2013,"male",0.0867521,0.0940371,0.111299,0.117414,0.121663
"W06000002",2002,"female",0.0953944,0.102158,0.115657,0.154379,0.218509
"W06000002",2002,"male",0.100618,0.0972153,0.0946092,0.163281,0.16431
"W06000002",2003,"female",0.0939625,0.0959231,0.116974,0.143103,0.200289
"W06000002",2003,"male",0.101718,0.109125,0.123911,0.127748,0.169209
"W06000002",2004,"female",0.0929212,0.109343,0.109904,0.188385,0.23354
"W06000002",2004,"male",0.0995977,0.107216,0.120047,0.0938596,0.0789666
"W06000002",2005,"female",0.0951509,0.0954436,0.112731,0.137901,0.253022
"W06000002",2005,"male",0.0888903,0.107698,0.108963,0.124867,0.17377
"W06000002",2006,"female",0.0923047,0.103618,0.123502,0.166719,0.231616
"W06000002",2006,"male",0.0917553,0.0978381,0.114157,0.173479,0.250638
"W06000002",2007,"female",0.0888939,0.101992,0.113846,0.167932,0.208811
"W06000002",2007,"male",0.0878189,0.10037,0.095207,0.150498,0.127401
"W06000002",2008,"female",0.0897963,0.0994562,0.112187,0.156377,0.159801
"W06000002",2008,"male",0.0929515,0.110081,0.116869,0.14662,0.178936
"W06000002",2009,"female",0.0855937,0.102318,0.113875,0.13682,0.165076
"W06000002",2009,"male",0.0961584,0.107357,0.109299,0.161925,0.172734
"W06000002",2010,"female",0.0891553,0.101084,0.115692,0.164111,0.248282
"W06000002",2010,"male",0.0915238,0.0949166,0.116262,0.128766,0.158859
"W06000002",2011,"female",0.0938781,0.0999611,0.106117,0.117293,0.119108
"W06000002",2011,"male",0.0993591,0.107609,0.117129,0.131435,0.227777
"W06000002",2012,"female",0.0846628,0.0960474,0.117996,0.141144,0.202191
"W06000002",2012,"male",0.080715,0.101582,0.119179,0.121835,0.0946705
"W06000002",2013,"female",0.0875819,0.109398,0.115974,0.173239,0.235247
"W06000002",2013,"male",0.0988936,0.101228,0.119918,0.11008,0.156477
"W06000003",2002,"female",0.0943034,0.101627,0.121054,0.135078,0.170347
"W06000003",2002,"male",0.089826,0.104781,0.102931,0.141674,0.0661028
"W06000003",2003,"female",0.0862653,0.104276,0.13079,0.126857,0.213991
"W06000003",2003,"male",0.0936048,0.0947123,0.108453,0.141384,0.127112
"W06000003",2004,"female",0.0971353,0.11241,0.119069,0.15066,0.161033
"W06000003",2004,"male",0.0911565,0.103915,0.11094,0.143941,0.248191
"W06000003",2005,"female",0.0926917,0.0974864,0.117671,0.156503,0.200511
"W06000003",2005,"male",0.0907779,0.0990132,0.105084,0.158506,0.199706
"W06000003",2006,"female",0.09465,0.0956803,0.123874,0.134261,0.209033
"W06000003",2006,"male",0.0930881,0.0983559,0.104367,0.111909,0.103788
"W06000003",2007,"female",0.0852515,0.104179,0.119554,0.142563,0.215838
"W06000003",2007,"male",0.0867699,0.100728,0.103749,0.106934,0.161783
"W06000003",2008,"female",0.0863906,0.0922933,0.119662,0.158322,0.17385
"W06000003",2008,"male",0.0918209,0.0967357,0.0981442,0.134226,0.136289
"W06000003",2009,"female",0.0852041,0.0963743,0.111204,0.147218,0.19709
"W06000003",2009,"male",0.0865653,0.0966919,0.12153,0.106897,0.116689
"W06000003",2010,"female",0.08604,0.100242,0.125506,0.147666,0.157999
"W06000003",2010,"male",0.088685,0.0914811,0.109588,0.154933,0.19715
"W06000003",2011,"female",0.0851942,0.102383,0.111294,0.166491,0.204686
"W06000003",2011,"male",0.0803078,0.0911174,0.109571,0.124627,0.186448
"W06000003",2012,"female",0.0955149,0.104281,0.122981,0.149387,0.219768
"W06000003",2012,"male",0.0911799,0.0993392,0.113337,0.162486,0.158461
"W06000003",2013,"female",0.0870322,0.103258,0.110633,0.141078,0.2453
"W06000003",2013,"male",0.0982534,0.110073,0.108476,0.131492,0.233471
"W06000004",2002,"female",0.0836166,0.0904598,0.100136,0.13951,0.146579
"W06000004",2002,"male",0.0960689,0.113954,0.10699,0.118958,0.179068
"W06000004",2003,"female",0.0972723,0.102148,0.115277,0.156242,0.156546
"W06000004",2003,"male",0.0858458,0.101915,0.103498,0.0830651,0.147297
"W06000004",2004,"female",0.0895547,0.104823,0.114927,0.132445,0.200498
"W06000004",2004,"male",0.0981154,0.107217,0.105038,0.0789593,0.140364
"W06000004",2005,"female",0.0922821,0.100871,0.119485,0.156431,0.279556
"W06000004",2005,"male",0.0889044,0.104512,0.118854,0.128768,0.202098
"W06000004",2006,"female",0.0897247,0.108709,0.110294,0.152667,0.230038
"W06000004",2006,"male",0.0945152,0.104558,0.109862,0.102592,0.115899
"W06000004",2007,"female",0.0979915,0.122202,0.130281,0.147449,0.108559
"W06000004",2007,"male",0.0906352,0.10442,0.110374,0.0892298,0.0467172
"W06000004",2008,"female",0.0942839,0.0994649,0.113454,0.159266,0.159248
"W06000004",2008,"male",0.0938092,0.102559,0.108752,0.100891,0.199382
"W06000004",2009,"female",0.0908359,0.10901,0.10278,0.158975,0.145815
"W06000004",2009,"male",0.091977,0.0957016,0.114409,0.0959559,0.156019
"W06000004",2010,"female",0.0866752,0.110565,0.113309,0.157997,0.15768
"W06000004",2010,"male",0.0958851,0.0957843,0.106804,0.14607,0.0588733
"W06000004",2011,"female",0.0925365,0.103576,0.114604,0.174679,0.207186
"W06000004",2011,"male",0.0908503,0.107124,0.117611,0.155653,0.0942653
"W06000004",2012,"female",0.0863547,0.0936532,0.107661,0.183389,0.189621
"W06000004",2012,"male",0.089402,0.106964,0.119855,0.196347,0.166174
"W06000004",2013,"female",0.0907106,0.103193,0.109863,0.150735,0.0868206
"W06000004",2013,"male",0.0858874,0.113166,0.107577,0.155021,0.237564
"W06000005",2002,"female",0.0992185,0.11147,0.117801,0.122838,0.190617
"W06000005",2002,"male",0.100159,0.110797,0.110196,0.0891656,0.15653
"W06000005",2003,"female",0.0929588,0.100433,0.126442,0.136087,0.128632
"W06000005",2003,"male",0.0959089,0.105345,0.113094,0.128192,0.105236
"W06000005",2004,"female",0.106317,0.102596,0.121225,0.16824,0.239386
"W06000005",2004,"male",0.093586,0.106019,0.109766,0.112906,0.289296
"W06000005",2005,"female",0.102201,0.111911,0.121065,0.147038,0.236354
"W06000005",2005,"male",0.103997,0.103066,0.115307,0.143245,0.207933
"W06000005",2006,"female",0.104407,0.111641,0.105478,0.102522,0.137334
"W06000005",2006,"male",0.094402,0.109212,0.102875,0.119049,0.123937
"W06000005",2007,"female",0.104505,0.105145,0.103547,0.139224,0.180493
"W06000005",2007,"male",0.0966045,0.107259,0.0973641,0.0996841,0.0929029
"W06000005",2008,"female",0.105616,0.113109,0.122499,0.152894,0.291732
"W06000005",2008,"male",0.101263,0.108756,0.112441,0.100564,0.126503
"W06000005",2009,"female",0.0925941,0.100801,0.12461,0.109513,0.12624
"W06000005",2009,"male",0.105287,0.108839,0.119957,0.126485,0.189123
"W06000005",2010,"female",0.0925215,0.103818,0.107871,0.15947,0.204098
"W06000005",2010,"male",0.0986156,0.100953,0.111261,0.124336,0.105944
"W06000005",2011,"female",0.0968886,0.106076,0.112276,0.121296,0.177651
"W06000005",2011,"male",0.0996674,0.102372,0.106105,0.126445,-0.0255208
"W06000005",2012,"female",0.0988412,0.11136,0.120813,0.128122,0.0984107
"W06000005",2012,"male",0.0954787,0.106881,0.108868,0.142912,0.152105
"W06000005",2013,"female",0.101454,0.113954,0.126815,0.152643,0.220579
"W06000005",2013,"male",0.0952987,0.107362,0.125295,0.138909,0.115033
"W06000006",2002,"female",0.103019,0.113529,0.116444,0.135766,0.193947
"W06000006",2002,"male",0.102821,0.123233,0.113034,0.120379,0.151667
"W06000006",2003,"female",0.099158,0.0997573,0.111623,0.14161,0.221117
"W06000006",2003,"male",0.0947955,0.104344,0.103586,0.0928559,0.0722503
"W06000006",2004,"female",0.0941511,0.105127,0.11041,0.164318,0.205712
"W06000006",2004,"male",0.0904299,0.104579,0.107966,0.0762426,0.0521415
"W06000006",2005,"female",0.102054,0.107025,0.112707,0.118606,0.12768
"W06000006",2005,"male",0.0925697,0.10707,0.116385,0.0788563,0.179068
"W06000006",2006,"female",0.0977327,0.106064,0.118817,0.122976,0.145219
"W06000006",2006,"male",0.0994406,0.109906,0.11889,0.128423,0.108726
"W06000006",2007,"female",0.0973976,0.0994789,0.11719,0.160228,0.168708
"W06000006",2007,"male",0.0926343,0.107657,0.105282,0.10447,0.0312623
"W06000006",2008,"female",0.0955277,0.109218,0.11644,0.137622,0.132622
"W06000006",2008,"male",0.0885801,0.0957795,0.107786,0.136919,0.0635632
"W06000006",2009,"female",0.0960944,0.105252,0.117572,0.146872,0.198503
"W06000006",2009,"male",0.0962492,0.10074,0.100409,0.124922,0.10657
"W06000006",2010,"female",0.100806,0.109491,0.108948,0.142517,0.149077
"W06000006",2010,"male",0.0942413,0.113791,0.113901,0.164326,0.131118
"W06000006",2011,"female",0.0999588,0.0995669,0.126678,0.16787,0.271986
"W06000006",2011,"male",0.0953546,0.103699,0.113093,0.131343,0.21595
"W06000006",2012,"female",0.0996914,0.111896,0.106909,0.195318,0.171323
"W06000006",2012,"male",0.0970247,0.104857,0.116423,0.105731,0.131288
"W06000006",2013,"female",0.0957497,0.0990139,0.109899,0.141861,0.126753
"W06000006",2013,"male",0.0880267,0.10479,0.110998,0.140138,0.2073
"W06000008",2002,"female",0.0905138,0.107613,0.13207,0.144901,0.253687
"W06000008",2002,"male",0.0976799,0.108551,0.127624,0.120247,0.0847871
"W06000008",2003,"female",0.0856994,0.10632,0.11136,0.163212,0.249087
"W06000008",2003,"male",0.0946062,0.09915,0.113303,0.129611,0.116671
"W06000008",2004,"female",0.0798709,0.0983952,0.121983,0.121431,0.115956
"W06000008",2004,"male",0.0985139,0.105779,0.115817,0.18188,0.165378
"W06000008",2005,"female",0.0872923,0.098366,0.130569,0.137309,0.228234
"W06000008",2005,"male",0.086996,0.102198,0.110294,0.150852,0.112139
"W06000008",2006,"female",0.0819789,0.106215,0.116111,0.123409,0.172394
"W06000008",2006,"male",0.0874265,0.109059,0.113875,0.143875,0.212091
"W06000008",2007,"female",0.0926789,0.109798,0.119849,0.136969,0.222973
"W06000008",2007,"male",0.0881258,0.105368,0.12248,0.213711,0.240467
"W06000008",2008,"female",0.0866369,0.107842,0.14221,0.119804,0.160412
"W06000008",2008,"male",0.0880668,0.102141,0.121715,0.138007,0.214849
"W06000008",2009,"female",0.0769972,0.0899736,0.124794,0.136578,0.336831
"W06000008",2009,"male",0.0859981,0.09777,0.135267,0.112833,0.176128
"W06000008",2010,"female",0.0835794,0.0907148,0.123139,0.201962,0.20236
"W06000008",2010,"male",0.0916366,0.101631,0.11623,0.168675,0.202662
"W06000008",2011,"female",0.0811953,0.115234,0.132896,0.166913,0.2613
"W06000008",2011,"male",0.0865671,0.114253,0.116043,0.145917,0.155853
"W06000008",2012,"female",0.0854594,0.108605,0.119383,0.138776,0.318765
"W06000008",2012,"male",0.0863653,0.102351,0.122881,0.10074,0.0417578
"W06000008",2013,"female",0.0758875,0.094728,0.131459,0.200894,0.188414
"W06000008",2013,"male",0.0816419,0.103289,0.123877,0.139075,0.281336
"W06000009",2002,"female",0.0904187,0.109132,0.122033,0.159449,0.176445
"W06000009",2002,"male",0.096609,0.102925,0.113498,0.122377,0.187954
"W06000009",2003,"female",0.0951886,0.10758,0.11528,0.140057,0.170559
"W06000009",2003,"male",0.0975426,0.105085,0.114281,0.129707,0.172902
"W06000009",2004,"female",0.096001,0.107307,0.130838,0.155685,0.18862
"W06000009",2004,"male",0.0899145,0.10671,0.1125,0.0928406,0.0698117
"W06000009",2005,"female",0.0972037,0.119326,0.118996,0.161976,0.204758
"W06000009",2005,"male",0.0963885,0.106117,0.110046,0.0832125,0.0559128
"W06000009",2006,"female",0.104548,0.115059,0.126243,0.145396,0.17681
"W06000009",2006,"male",0.0909045,0.101666,0.11604,0.126525,0.175225
"W06000009",2007,"female",0.101572,0.103575,0.125083,0.133644,0.186586
"W06000009",2007,"male",0.0939077,0.0953964,0.103759,0.187831,0.225054
"W06000009",2008,"female",0.097153,0.108837,0.121475,0.151127,0.258051
"W06000009",2008,"male",0.0900366,0.0964283,0.0975434,0.0784407,0.0984491
"W06000009",2009,"female",0.0995304,0.108706,0.121142,0.0995057,0.162269
"W06000009",2009,"male",0.0968063,0.0988192,0.114943,0.13489,0.135876
"W06000009",2010,"female",0.0922948,0.107931,0.126179,0.12103,0.19911
"W06000009",2010,"male",0.0949577,0.101187,0.121781,0.116398,0.110869
"W06000009",2011,"female",0.0797338,0.107547,0.110485,0.156768,0.184896
"W06000009",2011,"male",0.0976423,0.120551,0.119155,0.095706,0.174671
"W06000009",2012,"female",0.0865918,0.106982,0.124953,0.15793,0.148447
"W06000009",2012,"male",0.0883031,0.0944974,0.121374,0.115604,0.120745
"W06000009",2013,"female",0.0866579,0.108038,0.119715,0.143649,0.212231
"W06000009",2013,"male",0.0852107,0.101581,0.121167,0.133063,0.116411
"W06000010",2002,"female",0.104772,0.110172,0.117901,0.13195,0.166111
"W06000010",2002,"male",0.096509,0.113003,0.113401,0.137463,0.186499
"W06000010",2003,"female",0.100811,0.114687,0.126633,0.154076,0.187763
"W06000010",2003,"male",0.102436,0.106846,0.111226,0.14219,0.229108
"W06000010",2004,"female",0.104323,0.1153,0.119489,0.169203,0.171617
"W06000010",2004,"male",0.099019,0.105184,0.111517,0.0957768,0.19739
"W06000010",2005,"female",0.0993266,0.12152,0.128577,0.151739,0.230289
"W06000010",2005,"male",0.0974078,0.103697,0.109629,0.136238,0.153881
"W06000010",2006,"female",0.102142,0.118213,0.131936,0.152445,0.208612
"W06000010",2006,"male",0.0971799,0.108389,0.116615,0.143926,0.123425
"W06000010",2007,"female",0.0966067,0.110766,0.114852,0.138061,0.133553
"W06000010",2007,"male",0.0948569,0.101994,0.117738,0.133339,0.16916
"W06000010",2008,"female",0.0933404,0.107145,0.129579,0.145056,0.117176
